epoch,train_loss,train_acc,val_loss,val_acc
1,16.06159401001153,26.957637997432606,3.9227198748975187,35.13513513513514
2,2.8516101423980946,33.24775353016688,1.4083151677707295,41.44144144144144
3,1.591275607361261,35.17329910141206,1.3570814422658972,45.94594594594595
4,1.4198902115436207,39.66623876765084,1.4622487355996896,40.54054054054054
5,1.3749457378901628,45.186136071887034,1.271986983917855,43.24324324324324
6,1.3190996442587906,46.08472400513479,1.2457831926173992,49.549549549549546
7,1.2889950922732176,46.98331193838254,1.2358321176992881,46.846846846846844
8,1.2495442501846725,47.368421052631575,1.4827448365924594,47.74774774774775
9,1.252275285580039,49.29396662387677,1.1713536011206138,45.94594594594595
10,1.2231733881616165,49.55070603337612,1.2826034722027477,48.64864864864865
11,1.231779429205575,45.186136071887034,1.1260863768087852,47.74774774774775
12,1.203186152223139,49.29396662387677,1.1067574335648134,44.14414414414414
13,1.2186099392611807,48.267008985879336,1.2619919766176928,43.24324324324324
14,1.148186104977085,51.732991014120664,1.4734520160400115,40.54054054054054
15,1.1904821656022666,49.80744544287548,1.0903850407213778,42.34234234234234
16,1.1879610584544278,51.47625160462132,1.1592440154101398,41.44144144144144
17,1.1485735005071442,50.19255455712452,1.2550442304697123,42.34234234234234
18,1.148633152667304,51.09114249037228,1.0519465240272317,50.45045045045045
19,1.103465310263236,50.70603337612324,1.115071467451147,52.25225225225225
20,1.1433409781449873,51.60462130937099,1.0088164591574453,55.85585585585585
21,1.0564178894052763,53.14505776636713,1.119438886642456,45.04504504504504
22,1.1238417057691092,55.71245186136073,1.120325796239011,54.054054054054056
23,1.1158822488723579,53.91527599486521,1.0237760490125365,49.549549549549546
24,1.1201965880791855,53.01668806161746,1.2002101062654376,44.14414414414414
25,1.1368691440724286,51.21951219512195,0.9932410104854686,58.55855855855856
26,1.1455355174122175,50.83440308087292,1.1182498437864286,53.153153153153156
27,1.1054105469442914,53.27342747111682,1.0320451732154365,53.153153153153156
28,1.088207856987499,52.63157894736842,1.0083720941801328,57.65765765765766
29,1.0868492114222554,56.22593068035944,1.1185160843101707,47.74774774774775
30,1.0493238074788693,55.327342747111686,1.0892610861374452,46.846846846846844
31,1.0694552996651352,55.45571245186136,1.0610431271630365,54.054054054054056
32,1.0780309478492884,52.88831835686778,0.9737548087094281,58.55855855855856
33,0.9778694397983869,59.69191270860077,1.0091653428636156,54.95495495495496
34,0.9762011250727289,58.40821566110398,1.293707394385123,51.35135135135135
35,0.9984356747971267,60.46213093709885,1.063702729371217,51.35135135135135
36,1.0344754298323997,56.99614890885751,1.094703325280198,60.36036036036037
37,1.0610275926577724,53.27342747111682,1.2431620413118654,53.153153153153156
38,1.0193861747430746,59.178433889602054,1.2177908044677597,51.35135135135135
39,1.0031505215611782,56.867779204107826,0.9632633280109715,59.45945945945946
40,0.9971509914802189,58.40821566110398,1.1358464011200913,51.35135135135135
41,1.0151748435335073,56.35430038510911,1.179580556916761,60.36036036036037
42,1.0174549360483387,56.867779204107826,1.0305080531953692,57.65765765765766
43,0.9923265260358524,58.793324775353014,1.020955473453075,56.75675675675676
44,0.9767001957581193,57.6379974326059,1.0304125332617544,58.55855855855856
45,0.9463012248315922,60.07702182284981,1.1427861156764332,49.549549549549546
46,0.9145452449808378,60.46213093709885,1.0358676094192643,54.054054054054056
47,0.9522033160090906,62.51604621309371,0.9828054335740235,55.85585585585585
48,0.8789038711702104,63.928112965340176,1.0542782051069242,53.153153153153156
49,0.88453701762088,63.7997432605905,0.9313305176056184,63.06306306306306
50,0.9381685878254177,61.103979460847235,0.9920235335289895,59.45945945945946
51,0.9171298776725749,61.360718870346595,0.9435356382851128,60.36036036036037
52,0.8595914617276467,63.41463414634146,1.2173237671723236,54.95495495495496
53,0.9563403652935494,61.489088575096275,1.0183089810448724,60.36036036036037
54,0.9684638983171926,60.07702182284981,0.9165761846679825,61.261261261261254
55,0.976137766636076,59.306803594351734,0.9075624513196515,59.45945945945946
56,0.8920122435524467,65.34017971758665,0.9629137140136581,63.06306306306306
57,0.925047223543478,63.54300385109114,1.0069631177025873,58.55855855855856
58,0.8484441807854619,62.002567394094996,0.932204364656328,63.06306306306306
59,0.8173127796438754,65.85365853658537,0.9432581727569168,57.65765765765766
60,0.8269136088191316,65.21181001283696,0.993469612018482,61.261261261261254
61,0.8398919422299014,65.85365853658537,1.1268495987127494,56.75675675675676
62,0.9023721998555058,62.64441591784339,0.9380493539947647,63.06306306306306
63,0.8701469276162564,65.85365853658537,1.015534943288511,62.16216216216216
64,0.7883148198715376,67.00898587933247,1.1351394159299832,54.95495495495496
65,0.9128730554176693,62.38767650834403,1.1631355736706708,57.65765765765766
66,0.789840123466717,68.29268292682927,1.0445324161031224,58.55855855855856
67,0.8296525110329223,66.2387676508344,0.9859785110026866,62.16216216216216
68,0.7508605433979451,69.83311938382542,1.0757227083584209,53.153153153153156
69,0.8366437175613619,65.72528883183568,1.0474818837535274,57.65765765765766
70,0.7554156098500449,70.73170731707317,1.215235050734099,58.55855855855856
71,0.7594256267927119,70.60333761232349,0.9756488832267555,59.45945945945946
72,0.8448251394007417,67.26572528883183,0.9286692904996442,61.261261261261254
73,0.775203596413212,65.98202824133504,1.0709822467855505,59.45945945945946
74,0.8506299353686468,68.80616174582799,1.2225532402863373,51.35135135135135
75,0.808171626233014,66.62387676508345,0.963683415103603,60.36036036036037
76,0.7257727189455779,69.9614890885751,0.9957049064808063,56.75675675675676
77,0.7595332204453905,70.34659820282413,0.9982323904295225,60.36036036036037
78,0.890184504994991,66.2387676508344,0.9193703516109569,58.55855855855856
79,0.8011275884887833,67.52246469833119,0.907338478543737,63.06306306306306
80,0.7674021547963897,68.16431322207958,0.9901889326336147,61.261261261261254
81,0.8867237346010123,64.31322207958921,1.0339043999577429,59.45945945945946
82,0.7901119380156403,67.52246469833119,1.0294079576526676,63.06306306306306
83,0.7309168590966789,70.21822849807445,0.8548955412598344,63.96396396396396
84,0.7428059902362554,69.06290115532734,0.8816951266280165,63.96396396396396
85,0.7763332257833958,68.16431322207958,1.1497807953808759,54.054054054054056
86,0.7808843512896243,66.62387676508345,0.9615589734670278,58.55855855855856
87,0.6627453854821613,70.34659820282413,0.8191146152513521,65.76576576576578
88,0.717207932808892,69.44801026957637,1.0207774725046244,62.16216216216216
89,0.6608980482441776,71.63029525032091,1.0514118263313361,63.96396396396396
90,0.6690608443972081,73.29910141206675,0.948414808995015,63.96396396396396
91,0.6400546797279828,72.52888318356868,1.1161227054424114,58.55855855855856
92,0.7041779144431568,71.63029525032091,1.051666995426556,59.45945945945946
93,0.7067076596736296,70.60333761232349,0.9211280023729479,63.06306306306306
94,0.6912586578049617,71.50192554557124,1.1926087538401287,58.55855855855856
95,0.7182989922353331,72.27214377406932,1.0176375771428015,63.06306306306306
96,0.6706944296234533,72.91399229781771,1.0335797619175267,63.96396396396396
97,0.6802679602539738,70.34659820282413,0.9007176633353706,61.261261261261254
98,0.6610538408600167,75.09627727856227,1.0464949371578458,62.16216216216216
99,0.6757586082689875,73.81258023106547,1.0606126967851106,60.36036036036037
100,0.7545181939782472,68.42105263157895,0.9109387634036777,63.06306306306306
